
6.15755 0 1
6.2731 0 1
6.3887 0 1
6.50437 0 1
6.62009 0 1
6.73587 0 1
6.8517 0 1
6.96759 0 1
7.08353 0 1
7.19952 0 1
7.31557 0 1
7.43166 0 1
7.54781 0 1
7.664 0 1
7.78024 0 1
7.89653 0 1
8.01286 0 1
8.12924 0 1
8.24567 0 1
8.36213 0 1
8.47864 0 1
8.59519 0 1
8.71178 0 1
8.82841 0 1
8.94508 0 1
9.06179 0 1
9.17853 0 1
9.29531 0 1
9.41212 0 1
9.52897 0 1
9.64584 0 1
9.76276 0 1
9.8797 0 1
9.99667 0 1
10.1137 0 1
10.2307 0 1
10.3478 0 1
10.4648 0 1
10.5819 0 1
10.6991 0 1
10.8162 0 1
10.9334 0 1
11.0506 0 1
11.1678 0 1
11.285 0 1
11.4023 0 1
11.5196 0 1
11.6369 0 1
11.7542 0 1
11.8715 0 1
11.9888 0 1
12.1062 0 1
12.2235 0 1
12.3409 0 1
12.4582 0 1
12.5756 0 1
12.693 0 1
12.8104 0 1
12.9278 0 1
13.0452 0 1
13.1626 0 1
13.28 0 1
13.3974 0 1
13.5149 0 1
13.6323 0 1
13.7497 0 1
13.8671 0 1
13.9845 0 1
14.1019 0 1
14.2193 0 1
14.3367 0 1
14.4541 0 1
14.5714 0 1
14.6888 0 1
14.8062 0 1
14.9235 0 1
15.0408 0 0
15.1581 0 0
15.2755 0 0
15.3927 0 0
15.51 0 0
15.6273 0 0
15.7445 0 0
15.8617 0 0
15.9789 0 0
16.0961 0 0
16.2132 0 0
16.3304 0 0
16.4475 0 0
16.5646 0 0
16.6816 0 0
16.7986 0 0
16.9156 0 0
17.0326 0 0
17.1496 0 0
17.2665 0 0
17.3833 0 0
17.5002 0 0
17.617 0 0
17.7338 0 0
17.8505 0 0
17.9672 0 0
18.0839 0 0
18.2005 0 0
18.3171 0 0
18.4337 0 0
18.5502 0 0
18.6666 0 0
18.7831 0 0
18.8994 0 0
19.0158 0 0
19.1321 0 0
19.2483 0 0
19.3645 0 0
19.4806 0 0
19.5967 0 0
19.7128 0 0
19.8288 0 0
19.9447 0 0
20.0606 0 1
20.1764 0 1
20.2922 0 1
20.4079 0 1
20.5236 0 1
20.6392 0 1
20.7548 0 1
20.8702 0 1
23.3078 0 1
23.4233 0 1
23.539 0 1
23.6547 0 1
23.7704 0 1
23.8862 0 1
24.0021 0 1
24.118 0 1
24.234 0 1
24.35 0 1
24.4661 198277 445.283
24.5822 203909 451.563
24.6984 209069 457.241
24.8146 215624 464.353
24.9309 223511 472.769
25.0472 229796 479.37
25.1636 237899 487.749
25.28 244018 493.982
25.3965 247443 497.436
25.513 250333 500.333
25.6296 254519 504.499
25.7462 255837 505.803
25.8628 253646 503.633
25.9795 252517 502.511
26.0962 250403 500.403
26.213 249419 499.419
26.3298 241918 491.852
26.4466 240241 490.144
26.5635 235496 485.279
26.6804 229624 479.191
26.7973 221005 470.112
26.9143 211428 459.813
27.0313 201093 448.434
27.1483 197501 444.411
27.2653 195086 441.685
27.3824 193940 440.386
27.4996 188702 434.398
27.6167 179572 423.759
27.7339 169656 411.893
27.8511 159988 399.985
27.9683 153004 391.157
28.0855 148753 385.685
28.2028 146475 382.721
28.3201 148373 385.192
28.4374 147042 383.461
28.5547 147440 383.979
28.6721 148100 384.838
28.7894 151140 388.767
28.9068 151235 388.889
29.0242 151575 389.326
29.1416 150172 387.52
29.259 149291 386.382
29.3764 148401 385.229
29.4939 145776 381.806
29.6113 144412 380.016
29.7288 142621 377.652
29.8463 141369 375.991
29.9638 140129 374.338
30.0812 138042 371.54
30.1987 136824 369.897
30.3162 133329 365.142
30.4337 130022 360.586
30.5512 125673 354.504
30.6687 123271 351.1
30.7862 121521 348.599
30.9037 123579 351.538
31.0212 123117 350.88
31.1387 121867 349.095
31.2562 117430 342.681
31.3737 113095 336.296
31.4912 108914 330.021
31.6087 106328 326.08
31.7262 106400 326.19
31.8436 107004 327.115
31.9611 108897 329.995
32.0785 111525 333.954
32.1959 115328 339.6
32.3134 118334 343.997
32.4308 120861 347.651
32.5482 122069 349.384
32.6655 122989 350.698
32.7829 123360 351.226
32.9002 124333 352.609
33.0176 123123 350.889
33.1349 123453 351.359
33.2522 122124 349.462
33.3694 124380 352.675
33.4867 123232 351.044
33.6039 123022 350.745
33.7211 122415 349.879
33.8383 122317 349.738
33.9554 121095 347.987
34.0725 118156 343.738
34.1896 115600 340
34.3067 113809 337.356
34.4237 112032 334.712
34.5407 112162 334.906
34.6577 112251 335.039
34.7746 111721 334.247
34.8915 108372 329.199
35.0084 103862 322.276
35.1252 99834 315.965
35.242 97928 312.934
35.3587 96537 310.704
35.4755 97814 312.752
35.5921 100602 317.178
35.7088 103419 321.588
35.8254 107002 327.112
35.9419 110106 331.822
36.0584 112978 336.122
36.1749 115074 339.226
36.2913 116147 340.803
36.4077 117132 342.246
36.524 117219 342.373
36.6403 116377 341.141
36.7565 117029 342.095
36.8727 117252 342.421
36.9889 116968 342.006
37.1049 115178 339.379
37.221 0 1
37.3369 0 1
37.4529 0 1
37.5687 0 1
37.6845 0 1
37.8003 0 1
37.916 0 1
38.0316 0 1
38.1472 0 1
40.5851 0 1
40.7008 0 1
40.8164 0 1
40.9322 0 1
41.048 0 1
41.1639 0 1
41.2798 0 1
41.3958 0 1
41.5118 0 1
41.6279 0 1
41.744 94199 306.919
41.8602 97954 312.976
41.9765 98839 314.387
42.0928 98954 314.57
42.2091 99052 314.725
42.3255 98545 313.919
42.4419 98046 313.123
42.5584 98365 313.632
42.675 97219 311.8
42.7915 96398 310.48
42.9081 94956 308.149
43.0248 92412 303.993
43.1415 89808 299.68
43.2582 88619 297.689
43.375 88970 298.278
43.4918 89766 299.61
43.6087 87101 295.129
43.7256 84232 290.227
43.8425 79564 282.071
43.9595 76213 276.067
44.0765 74204 272.404
44.1935 73668 271.418
44.3106 74438 272.833
44.4277 76064 275.797
44.5448 78545 280.259
44.6619 80204 283.203
44.7791 80943 284.505
44.8963 81444 285.384
45.0136 81350 285.219
45.1308 80194 283.185
45.2481 79022 281.109
45.3654 77773 278.878
45.4827 78493 280.166
45.6001 76356 276.326
45.7174 76766 277.067
45.8348 75446 274.674
45.9522 74700 273.313
46.0697 73777 271.619
46.1871 72807 269.828
46.3046 72529 269.312
46.422 71694 267.757
46.5395 70272 265.089
46.657 68056 260.875
46.7745 65944 256.796
46.892 65117 255.18
47.0096 64639 254.242
47.1271 65086 255.12
47.2446 63304 251.603
47.3622 59742 244.422
47.4797 56515 237.729
47.5973 54238 232.891
47.7149 53127 230.493
47.8324 52916 230.035
47.95 53466 231.227
48.0675 56718 238.155
48.1851 57114 238.985
48.3027 58334 241.524
48.4202 58798 242.483
