# IPTS  RUN   ratio  angle_at_max intensity
15729 55724 1.819910995619567 132.804 120511372.0
13435 46413 2.1010262482482003 18.3171 791329.0
17699 62838 1.9362782828060205 29.3764 884769.0
20354 78545 1.7782527841170939 25.9795 1538459.0
13003 44239 4.7621526078892975 156.033 6029282.0
20354 78955 1.8909749623968568 69.9997 706058.0
16287 61678 1.895701399459378 105.999 13819265.0
13003 45057 4.434849286230971 156.033 13319785.0
16287 61517 1.7825729990243695 134.802 1125426.0
16550 64467 3.0668648006181973 138.905 832097.0
17379 59649 1.8090271406085636 134.802 2321466.0
20354 78822 1.7765842287561937 26.0962 1276678.0
13326 43942 2.2573500739403713 15.3927 9126949.0
13867 52294 3.4000638764114 156.033 2774107.0
17726 71748 2.3622435492450045 101.796 13096374.0
19386 72704 1.8238188349934226 26.213 8814285.0
14550 55387 8.207953260131703 149.114 8729678.0
16287 61460 1.8918227822522804 26.3298 801703.0
13867 52273 3.45020507790032 155.917 1434333.0
14061 52784 2.1949697284561043 104.836 3516669.0
20776 80975 2.660803615779685 103.202 8873992.0
17726 71837 2.4074099352517937 98.6264 13845789.0
17894 70646 3.591410802277789 149.114 3171146.0
17137 59366 2.447306701688503 105.767 27749544.0
14061 52763 2.2645597663569847 104.487 3267549.0
18634 77485 2.2526694642131107 27.4996 53472809.0
20776 80992 2.3790456901564774 102.968 21681344.0
13068 47519 1.8358584180119575 26.4466 8936730.0
17894 70529 3.8943947763965334 153.458 2776321.0
17137 59381 2.4426736318347633 105.767 27875087.0
13435 46401 2.049104133654718 18.6666 850071.0
13326 53099 2.619205613100219 26.213 714614.0
20354 78638 1.7135457198879316 29.4939 1674337.0
15975 56079 2.0303025761491424 154.513 12343967.0
14179 52019 3.0185554991697225 25.7462 27508880.0
20354 78947 1.8559806285126355 133.157 659939.0
14550 55395 4.78863003691256 147.125 17840269.0
14550 55372 4.9597554548727745 148.645 15872735.0
14061 53069 2.2108279648435993 105.767 3214436.0
13867 52286 3.3024130851815703 155.917 1337085.0
20354 78830 1.8516109219471562 52.7593 1302515.0
13435 46388 2.0176850662810804 18.5502 890073.0
20668 79750 1.9261000298562463 82.9316 66659418.0
13326 53109 2.906219122626939 26.213 312729.0
13068 47664 1.8494160288570909 25.7462 4312285.0
13326 53342 2.7090219033483973 25.9795 601004.0
20354 78504 1.737911656103114 25.9795 1333516.0
17137 59449 2.510648110022235 105.883 2550030.0
13003 44117 5.66932361987357 156.033 6054554.0
15370 55969 1.8840226587175313 111.432 1521004.0
16287 61556 1.9120711732714328 131.045 17957865.0
17726 71699 2.6158711301945563 102.968 4350251.0
15729 56082 2.493645750595711 76.3791 2893182.0
12505 59294 3.050353688079436 76.263 44731222.0
12505 59304 5.757941089012521 77.4258 19172213.0
20354 79004 1.9003535488836987 69.8829 795081.0
16287 61421 1.9818064357349414 138.555 975180.0
15729 56112 2.221940981216023 76.263 37344009.0
16550 64426 2.6901347204333583 138.672 724389.0
17379 59608 1.8213386573934411 139.488 1823170.0
17726 71709 2.602924693896022 102.968 89969347.0
19386 72745 1.8290328793100405 26.0962 36435649.0
20354 78473 1.8053292294923224 26.0962 1734960.0
13068 47558 1.8813604872835539 26.3298 8115357.0
13003 44087 4.359741808131353 156.033 1217854.0
20354 78494 1.793486361953154 29.1416 1280022.0
20776 80934 2.3119800216893003 103.085 13281203.0
17894 70607 3.716969665066733 153.575 2925538.0
17894 70722 2.3096540438494166 149.583 2183427.0
13003 44145 4.303277842174051 156.033 8658196.0
20354 78556 1.7949700729330342 52.876 660606.0
13326 53310 2.7857758470592335 25.7462 459472.0
14599 52728 4.690621867058228 154.513 15750971.0
14061 52978 2.8413611528535494 104.487 2938656.0
16287 61504 1.7654178518572512 131.279 1220971.0
19386 72717 1.8129191858650757 26.213 26551766.0
16287 61494 1.7595684418586544 134.919 1271393.0
15729 56140 2.311116320205052 122.097 976924.0
14179 51910 3.882111807893345 25.28 896502.0
17137 59375 2.4476070297918824 105.883 27898237.0
17726 71824 2.592635514061547 102.851 8723080.0
17894 70655 3.9315356780572 153.223 2708009.0
20776 80966 2.349737553930897 103.202 13047252.0
14061 52797 2.250728217444571 104.72 3540838.0
21266 79485 2.9848599016789925 17.2665 329126.0
13326 53267 2.6475692044913037 25.8628 484759.0
17137 59392 2.485969082628623 105.883 26833135.0
20776 80981 2.67210547473416 103.202 8798619.0
18634 77496 2.2580984861505593 27.3824 171067342.0
14061 52770 2.252442333287663 104.487 3269824.0
18958 74366 1.953395783176872 102.499 13368168.0
17699 62878 1.8640649413624037 27.2653 835215.0
20354 78915 1.903318574051301 129.641 574102.0
20354 78862 1.8476761434413058 133.157 681561.0
14550 55320 4.264002297918858 99.3308 12400786.0
13867 52233 1.6766077139616056 25.28 4488796.0
20354 78885 1.8411746073152098 136.564 644028.0
14599 52584 4.929712866903289 99.4482 2222384.0
13068 47636 1.8321353269220844 25.9795 46605065.0
16287 61830 1.8983092546114553 131.162 1028363.0
14995 55651 4.080810361427844 25.1636 54481912.0
17894 70569 3.5189575988714425 116.704 12452711.0
13326 53311 2.7754018197529606 25.7462 491825.0
20354 78557 1.7508194107501764 25.9795 1542877.0
17894 70723 2.321920964547827 149.114 2174366.0
16287 61505 1.7771593911682713 134.802 1210318.0
14061 52979 2.8285376238175894 105.999 2976758.0
14599 52729 4.720593650736817 148.528 15584517.0
14179 51911 3.829158137681856 25.7462 873492.0
15729 56141 2.381420071042232 122.446 930714.0
16287 61495 1.7600575039787196 131.279 1273651.0
18156 69109 3.954874990202994 113.183 765540.0
19386 72716 1.8213589708151747 26.0962 66030822.0
20776 80980 2.675564255289065 103.202 8826324.0
14061 52771 2.244996382712573 104.72 3367164.0
18634 77497 2.0572884131398435 27.3824 5327552.0
13326 53266 2.73325539118623 25.7462 295946.0
21266 79484 3.074600722593165 17.0326 391645.0
20776 80967 2.327847380812116 103.202 13029764.0
14061 52796 2.2052189696715105 104.603 3649341.0
17894 70654 3.9349526842176075 153.458 2787125.0
17726 71825 2.616332520407905 102.968 9683135.0
17699 62879 1.9982107262596651 29.7288 916573.0
18958 74367 1.9517919224013818 102.499 13426837.0
20354 78914 1.833499699164683 129.408 726311.0
13867 52232 1.68491497810121 25.3965 4410746.0
20354 78884 1.8079146853578705 136.681 777264.0
14599 52585 4.787194544785531 99.2134 2288306.0
14550 55321 4.266157123021505 99.3308 12356547.0
20354 78863 1.8327368264077124 133.157 683982.0
17894 70568 3.524383964662995 116.704 12297590.0
14995 55650 4.085842725592342 25.1636 55087475.0
16287 61831 1.8930119950720417 138.555 1025171.0
13068 47637 1.8417388842150777 105.999 46745102.0
18958 74335 1.962992270183199 102.616 31141359.0
20354 78639 1.7859734868538693 52.6425 855651.0
13435 46400 2.033813471943698 18.3171 845728.0
20354 78946 1.8914247673837492 131.279 524254.0
14179 52018 3.0294915185882103 25.7462 39573954.0
15975 56078 1.9329154545405105 154.513 13974068.0
13867 52287 3.5152932296801 156.033 1263958.0
20354 78831 1.7369990708594225 52.5257 1385151.0
14550 55373 4.942172879716881 148.645 15873175.0
14061 53068 2.21088902745818 105.999 3308413.0
14550 55394 5.717551877286743 149.114 14059573.0
13068 47665 1.8899461848571584 26.0962 4410097.0
13326 53108 2.8076595656110483 25.7462 480445.0
13435 46389 1.9899523058141377 86.7988 896126.0
20668 79751 1.9611181675439693 84.8093 55905647.0
15370 55968 1.8710530946216053 105.999 1517423.0
13003 44116 5.613396344306985 156.033 6044873.0
20354 78505 1.7581960858809842 25.9795 1431842.0
17137 59448 2.479814625821887 105.767 2151756.0
13326 53343 2.654544465565811 25.8628 349304.0
12505 59295 3.0538797182002 76.263 44719833.0
15729 56083 2.9123879981005327 76.3791 22465244.0
17726 71698 2.6164055813212843 103.085 4270315.0
16287 61557 1.9505484570877532 130.928 895968.0
19386 72744 1.8143313707751003 26.0962 34769584.0
17726 71708 2.58737804131422 102.968 90169777.0
16550 64427 2.7006416707614123 138.672 761138.0
17379 59609 1.877834772364697 131.279 1898036.0
15729 56113 2.209608353564365 76.263 24826959.0
16287 61420 1.8880048430338148 138.788 913477.0
20354 79005 1.852120464629557 132.804 839981.0
12505 59305 5.755639915505341 77.4258 19036943.0
17894 70606 3.8030630317611718 153.106 2745711.0
20776 80935 2.3211587193411676 103.202 13257395.0
20354 78495 1.7363957958188063 25.9795 1644363.0
13326 53234 2.649086274148469 25.6296 488385.0
13068 47559 1.892043730388487 26.0962 8274795.0
20354 78472 1.8153078143854642 25.9795 1125386.0
13435 46466 2.175206346950602 18.5502 12567547.0
18958 74353 2.0577437384110477 102.616 21837069.0
13435 46481 1.992888988501912 18.6666 785261.0
20354 78920 1.9001615088689283 131.513 569009.0
20354 78857 1.801335822467927 129.524 678683.0
13326 53189 2.7957928188587964 26.4466 421660.0
13068 47603 1.7978797702909015 26.3298 20801614.0
20354 78728 1.8914238946836852 52.6425 861405.0
13435 46308 1.9407873645003633 18.6666 1044929.0
16287 61805 1.9143388343045928 131.162 1196213.0
20354 78563 1.743331214895481 26.0962 1397256.0
13003 44197 3.9775040795865753 154.63 2504543.0
14130 47898 2.5251585318248586 97.1016 2021203.0
20354 78584 1.7557900338191816 29.4939 1274129.0
13003 44170 4.068314369166869 156.033 9430505.0
17894 70717 2.327962194269867 149.114 2226964.0
16287 61531 1.874978630729684 131.396 965171.0
16287 61446 1.9112362285652464 138.555 887344.0
17726 71789 2.8188603518510376 102.03 103789718.0
14179 51925 3.672137815677135 25.3965 963722.0
17379 59688 1.7618623153345596 26.0962 5702407.0
19386 72722 1.822392463525104 26.213 32729360.0
16550 64441 2.599372251728555 138.438 800958.0
17894 70687 3.7411853858666384 153.341 2882032.0
13326 53252 2.617772202781005 30.0812 420927.0
14061 52745 2.259363003281103 104.603 14595397.0
17137 59340 2.6137754410380967 105.883 7487165.0
17726 71811 2.7276583482675045 102.968 8866690.0
14130 47908 2.4874519418905345 97.2188 1983016.0
17894 70660 3.8181901445000506 153.575 2980691.0
20776 80953 2.3187515140764634 103.202 13180477.0
13003 44122 4.515837146566682 155.917 851858.0
13326 53390 2.647066054058282 26.4466 536939.0
21266 79595 3.2914901346052856 81.1704 506518.0
13326 53377 2.6830168523552897 26.4466 292066.0
20776 80891 2.5408601101414634 102.851 1803862.0
21266 79572 2.9283944788883334 16.9156 149374990.0
20354 78531 1.8225091197153296 25.9795 1642321.0
19386 76538 2.08709236004311 103.085 2312212.0
16287 61563 1.9305604165878392 134.684 845728.0
14179 51990 3.1804764141264004 25.6296 2041879.0
15729 56127 2.172017202477399 118.584 1188666.0
14061 52868 2.6289193742478942 104.953 2493000.0
14599 52638 3.3221298519064217 99.4482 15957748.0
16287 61414 1.9052837432297252 138.321 998667.0
20776 80901 2.4587067762443793 103.085 2386130.0
17806 70427 2.2859939756701824 63.8966 587745709.0
20668 79459 2.024283680974916 81.1704 47615516.0
17894 70632 3.627310562523666 149.583 2984230.0
13326 53200 2.7229961822838638 25.7462 517325.0
18958 74301 2.0851529999887126 102.616 2392059.0
15729 55703 1.850933168590628 139.954 10414624.0
13435 46434 2.2736609693340606 18.3171 698397.0
17894 70479 3.8336833894767985 153.458 2900011.0
13003 49065 2.9932679685069212 155.917 12010639.0
20354 78972 1.785086953551394 131.513 790422.0
13003 45070 6.262695096266091 156.033 1693587.0
20354 78995 1.9125127195413518 69.8829 604385.0
16287 61728 1.8888870189859122 26.213 1128995.0
14550 55347 2.946805306063048 99.3308 23018950.0
20354 78805 1.7974544775351353 52.4088 1311715.0
16287 61857 1.9327187741072611 27.8511 876292.0
15729 55674 1.9913438638181276 76.9601 8496285.0
13068 47651 1.858299486569908 105.999 4586603.0
21266 79739 1.8932403459188496 25.9795 14396787.0
15729 55693 1.8829933817978695 77.1929 9688734.0
18958 74291 2.141812194427364 102.616 1962913.0
14995 55636 2.208429195904751 81.1704 5007168.0
21266 79573 2.9004390164297362 16.7986 876277.0
20354 78530 1.7732036800977662 29.259 1500721.0
20776 80890 2.5122456624404865 103.202 1767238.0
13326 53376 2.6119476046507124 25.8628 567913.0
21266 79594 4.906725060634167 77.6589 201619.0
13326 53391 2.6599555516565783 25.3965 205182.0
13003 44123 4.608505818328888 156.033 7813240.0
16287 61562 1.979206719297528 138.438 880092.0
19386 76539 2.0149253513471694 103.202 2055161.0
16287 61415 1.9129023106916339 134.802 965858.0
14599 52639 3.3108678415416404 99.2134 15925269.0
14061 52869 2.5733768956355196 105.069 2561542.0
13326 48262 2.2124644609796262 18.5502 16389028.0
14179 51991 3.1842108477971984 25.7462 2210163.0
15729 56126 2.145427721917887 118.701 20177666.0
13326 53201 2.624779650897893 25.9795 318245.0
20668 79458 2.1891288294783746 84.8093 36688156.0
17806 70426 2.345232268620972 63.8966 747133682.0
17894 70633 3.72861607029665 153.693 2879113.0
20776 80900 2.4851393595930205 103.085 2334859.0
13326 53418 2.5680573166735527 26.4466 561512.0
17894 70478 3.8179016490095967 153.106 2896951.0
15729 55702 1.8646777566183355 128.941 10316907.0
18958 74300 2.0444812709389826 99.2134 2259243.0
20354 78994 1.7982947995672711 129.641 676636.0
13003 45071 6.378955007519559 156.033 1657677.0
13003 49064 3.269113950261729 155.917 7755919.0
20354 78973 1.8013381643801707 69.9997 824114.0
20354 78804 1.8681975379515645 52.6425 1079995.0
14550 55346 2.9826186538856607 99.3308 22537610.0
16287 61729 1.8386250288142467 26.3298 1119238.0
14995 55637 2.1908633901750645 81.2877 3084295.0
18958 74290 2.1104176578363987 99.3308 1975780.0
15729 55692 1.8901581961036047 77.0765 2981679.0
13068 47650 1.8529136650625373 105.883 4547846.0
21266 79738 1.9126649079986482 25.9795 8365801.0
15729 55675 1.9842623346083925 76.9601 8527186.0
16287 61856 1.919307463250296 27.6167 889599.0
13435 46480 1.9686396815033533 18.7831 782677.0
16550 64993 2.5685250638086483 15.51 700532.0
18958 74352 2.084619557765619 102.616 21208844.0
13435 46467 2.164380889791485 18.5502 16196244.0
18156 68700 1.7582152686258505 26.213 6452041.0
20354 78921 1.842518896530729 69.9997 748947.0
20354 78856 1.8436495763142655 136.564 678687.0
18156 68908 1.7107318326913747 113.183 6840006.0
16287 61804 1.8960882716044274 134.802 1207727.0
13435 46309 1.9362047475226234 27.1483 1048589.0
20354 78729 1.746093915234083 25.9795 1276598.0
13068 47602 1.809009633142195 26.3298 20641240.0
13326 53188 2.815360295086286 25.6296 303640.0
13003 44171 4.0827565657783085 156.033 9400523.0
17894 70716 2.3167465266705665 149.701 2367685.0
20354 78585 1.755948137240923 25.7462 1416662.0
13326 53324 2.687212372689551 26.0962 742280.0
13003 44196 4.055341931574803 156.033 7407096.0
14130 47899 2.5597302431898514 97.336 1981785.0
20354 78562 1.7149233718934198 29.4939 1713862.0
16287 61530 1.893909823977911 26.0962 956130.0
16550 64440 2.606252726583564 138.555 838962.0
19386 72723 1.8242887831254155 26.0962 33686068.0
17379 59689 1.7758350708165698 26.3298 4866234.0
14179 51924 3.627568570089117 25.3965 923617.0
17726 71788 2.868871151611813 102.733 27442268.0
16287 61447 1.8556379203052662 134.802 877398.0
20776 80952 2.3362532393758024 103.085 13140263.0
17894 70661 3.9916097571579177 153.341 2760230.0
17726 71810 2.696541631391755 102.851 8909779.0
14130 47909 2.5081416970045 97.336 1953831.0
14061 52744 2.27042995747385 104.836 33386046.0
17137 59558 2.556833309493311 105.883 7795015.0
13326 53253 2.6525381274305753 25.7462 580881.0
17894 70686 3.617778959525503 153.458 3065140.0
13326 53336 2.751092261604228 25.6296 445635.0
20354 78570 1.7491796396882324 25.9795 1638914.0
17894 70704 3.689776474727963 153.575 2995366.0
13003 44163 4.11450772952138 156.033 9253419.0
20354 78597 1.703528867803987 25.8628 1444741.0
16287 61522 1.9115882700779752 131.279 1051874.0
19386 76579 2.0665528378132865 103.202 1700799.0
14061 52829 2.4747701190890266 105.999 41788485.0
14179 51936 2.1493836284425187 93.8328 8000937.0
14599 52679 5.426356743535406 99.5656 7782661.0
16287 61455 1.9135219043592404 25.9795 813628.0
16550 64452 2.5957081853517723 138.555 834845.0
19386 72731 1.822366412099509 26.213 34080987.0
14414 52149 3.090931363764243 26.213 6110169.0
14061 52756 2.2736051485018285 104.836 3132251.0
13326 53241 2.6698332154889157 25.8628 360645.0
17894 70694 3.7735838522337386 153.223 2847849.0
20776 80940 2.309252284376671 103.085 13308335.0
20668 79418 1.8002983209632626 60.6142 305711.0
17726 71802 2.487050419137234 98.6264 108364627.0
17894 70673 3.9281573959941944 153.223 2798089.0
17137 59353 2.472438283561559 105.883 8015085.0
13435 46475 1.9985298228540072 18.5502 772696.0
18958 74340 1.9889172454250603 102.733 29374376.0
20354 78933 1.855738903871646 129.758 721941.0
13867 52215 1.7632237814889737 136.446 1322844.0
16287 61769 1.960933804351128 105.999 921692.0
20354 78844 1.7478642272082798 52.876 1470545.0
16287 61816 1.89554980304685 130.928 1122602.0
13068 47610 1.8275473608551527 102.968 15859247.0
15729 55710 1.8421980065896075 128.825 10987301.0
18958 74312 2.013372219994203 102.616 2518430.0
13326 43799 2.280402872350055 15.3927 9158633.0
13003 45063 4.840570455601534 156.033 2403833.0
20354 78961 1.8354174108313746 133.039 800674.0
18958 75765 2.2292655242619785 103.085 19604378.0
20354 78986 1.9126837964153114 69.7661 711861.0
17379 63719 1.9552494619235161 131.162 1469122.0
17379 63689 1.9024167501948992 131.396 1885590.0
20354 78816 1.8054288288201488 52.876 1245462.0
14550 55354 2.8988498728055525 99.4482 23525398.0
20354 78769 1.7767927209158152 52.6425 1298515.0
13068 47642 1.8298288173131794 105.999 4708829.0
15729 55667 2.0111637304956362 76.9601 4267122.0
16287 61844 1.8885048939771774 26.213 936355.0
13435 46349 2.1474131693633103 18.6666 832022.0
14995 55625 4.156867309894787 25.3965 39127228.0
13435 46550 2.2606917657980614 18.6666 12551271.0
18958 74282 2.0943960853714576 102.733 20253467.0
15729 55680 1.9537494510382896 77.0765 8812090.0
21266 79586 2.248932869979976 79.1776 420989.0
13326 53383 2.656740810542823 26.0962 711005.0
13003 44131 4.454002735869945 156.033 8043511.0
20354 78522 1.8016787132861745 29.259 934287.0
21266 79561 2.27413877122615 16.7986 666925.0
20776 80882 2.588314660168207 102.968 504735.0
13326 53364 2.7701898754927203 25.513 396523.0
16287 61570 1.9138791337430494 131.045 820080.0
15729 56134 2.202271800567734 122.446 1155119.0
14179 51983 1.9878676939527085 97.6877 1473916.0
20354 79022 1.7181835078293572 129.524 132970174.0
16287 61407 1.9118496893173977 134.802 4402242.0
14179 51964 2.4652740449499486 93.8328 4418381.0
17894 70621 3.804570229835972 153.575 1683679.0
14130 47949 2.0526423030476373 88.3136 49956344.0
20776 80912 2.468132266344557 103.202 2483625.0
13068 47599 1.8202632103606675 104.487 119265366.0
13326 53213 2.623685938205244 26.0962 487420.0
20354 78455 1.7739110627420211 25.9795 1501418.0
18958 74313 2.0986678729879924 99.096 528328.0
15729 55711 1.8417897869995732 132.804 11107020.0
17379 63718 1.9412659038723916 27.2653 1442416.0
20354 78987 1.836958463113415 131.396 688665.0
20354 78960 1.8150350668330886 131.045 693818.0
18958 75764 2.227722971071594 103.085 19424022.0
13003 45062 4.65656711146539 156.033 2534105.0
14550 55355 6.657719078805709 148.88 826666.0
20354 78817 1.8476531716696065 52.6425 1032926.0
17379 63688 1.903657275376853 131.279 1914540.0
15729 55681 1.9509382220182514 76.9601 8868370.0
18958 74283 2.080864525148437 102.733 20539229.0
13435 46551 2.284525707542786 18.5502 13342232.0
14995 55624 2.1511367347232033 26.4466 10647471.0
13435 46348 2.245802612683729 18.5502 819617.0
16287 61845 1.8770285501393442 25.7462 955547.0
15729 55666 1.9426731422625314 77.0765 4272657.0
13068 47643 1.8548706069202152 25.9795 4709680.0
20354 78768 1.7649510641762776 25.9795 1363214.0
13326 53365 2.812117767486639 25.9795 344849.0
20776 80883 2.5871268657306254 102.968 3163037.0
20354 78523 1.7574905852620644 25.6296 1601744.0
21266 79560 2.317468278687621 16.9156 104998966.0
13003 44130 4.483634161858001 156.033 8081071.0
13326 53382 2.6650690762452394 26.3298 669550.0
17137 59489 2.521282920866252 105.999 2522868.0
21266 79587 2.290620264126434 79.2946 554280.0
16287 61571 2.014280677227992 130.576 808295.0
14179 51965 2.5345844585368815 93.8328 988710.0
16287 61406 1.8784400053832695 134.919 1560390.0
20354 79023 4.167671022575522 116.939 1456489.0
15729 56135 2.186282241987193 118.701 11539495.0
14179 51982 2.0331125458217025 96.048 3225273.0
17137 59519 2.5326896459022827 105.883 2202104.0
20354 78454 1.8320777790539764 25.9795 1480090.0
13326 53212 2.678742056504096 25.7462 522440.0
13068 47598 1.8231432602223627 104.487 118862052.0
20776 80913 2.5010822300637607 103.085 2523031.0
14130 47948 2.056865291878705 88.1973 11087431.0
17894 70620 3.7300133268593036 153.341 2903910.0
20354 78596 1.7710112502229787 25.9795 1653745.0
17894 70705 3.6709461034394333 153.575 2998837.0
13003 44162 4.136285329229897 156.033 9262479.0
20354 78571 1.7716449897546556 25.9795 1764704.0
13003 44185 3.9973227644821523 156.033 9736536.0
13326 53337 2.7402138157894735 26.4466 437760.0
19386 76578 1.989246820608152 103.085 1707402.0
16287 61523 1.8594255871602527 131.513 1020207.0
14414 52148 3.0669506058781115 25.7462 6211893.0
19386 72730 1.8286668730693725 26.0962 34108080.0
16550 64453 2.4999613625496857 138.321 828212.0
16287 61454 1.901585238620443 131.279 838675.0
14179 51937 2.1232766655206023 93.7167 7963486.0
14599 52678 5.398209107223964 99.2134 7800467.0
14061 52828 2.485883666106521 105.999 41939076.0
20668 79419 1.775299674609006 62.1357 238175.0
17894 70672 3.7883983573925866 153.575 2988663.0
17726 71803 2.4930004587037393 98.7438 68979163.0
20776 80941 2.2891396592590123 102.968 3421191.0
17894 70695 3.6817776320060314 153.223 2939146.0
13326 53240 2.7977956994168856 25.8628 218482.0
14061 52757 2.2385849263898048 104.603 3276720.0
18958 74341 1.9839166329068536 102.616 29667917.0
18156 68713 1.7473195100150398 26.0962 6922988.0
13435 46474 2.0268377591589575 18.5502 18118465.0
20354 78932 1.9588135515780096 129.408 350188.0
20354 78845 1.7571637836377472 69.9997 9279419.0
16287 61768 1.9251047855288002 118.466 903035.0
13867 52214 1.721947605869424 25.3965 1348548.0
13068 47611 1.8404917090384458 102.968 12559460.0
16287 61817 1.8774509803921569 138.555 1099152.0
14550 55410 3.685571148005686 99.3308 14291532.0
15975 56075 1.8048316087347949 138.555 18052124.0
