# IPTS  RUN   ratio  angle_at_max intensity
16427 60164 2.6532326291396413 33.2522 1223385.0
13376 48927 2.8547658809304437 18.8994 2668877.0
14414 52121 2.434297045252925 25.7462 49195649.0
19386 76504 1.913308358559471 25.9795 7426160.0
16427 59852 2.605447701850183 31.8436 1414725.0
15382 56302 2.4570584424274746 27.4996 12216895.0
20354 78802 1.7420847098037102 52.7593 1316471.0
20354 78565 1.7564622988381855 26.0962 1725663.0
14179 52015 2.9676258903644412 25.7462 2420638.0
19386 72738 1.821249939702371 26.0962 34495552.0
16427 60113 2.8117363331105514 27.4996 1241870.0
20354 78639 1.7859734868538693 52.6425 855651.0
20354 78621 1.72315682893661 25.8628 1652329.0
20354 78814 1.7395084252155881 52.6425 1323705.0
20354 78602 1.727067758395633 25.9795 1845513.0
16525 58248 1.9961351108196324 18.6666 57454170.0
20354 78705 1.8194400069327306 52.876 1142407.0
16427 60084 3.276394724950527 27.7339 1155174.0
20354 78916 1.8484732924605642 129.291 647701.0
13326 53169 2.7299703531489645 25.1636 332919.0
20354 78526 1.7734814142423827 25.9795 1654681.0
20354 78652 1.7068085392303507 25.9795 1651999.0
13326 53396 2.674086147020503 25.9795 412922.0
19386 76573 2.0407417117187334 103.202 1693596.0
16427 60279 2.340420427946952 33.6039 56480879.0
10999 39837 2.5896428378507723 17.0326 16883312.0
13326 53181 2.7279904128045933 25.9795 443091.0
15173 56614 4.043856178864143 111.549 10358700.0
14179 52007 3.078128691484694 25.513 2370320.0
19355 75726 2.952199991553246 15.3927 1160209.0
13326 53392 2.6499289999571376 26.0962 723239.0
13376 48947 2.6181825876245677 18.6666 3190030.0
16427 59999 3.5178818852626668 27.2653 953395.0
19386 76499 1.9256698647778747 25.9795 7601049.0
19355 75701 3.1191248023540474 15.6273 982818.0
13326 48262 2.2124644609796262 18.5502 16389028.0
16427 59829 2.6702151513610204 32.7829 1395901.0
10764 33264 1.9659219007139515 132.804 200115709.0
15382 56311 2.468542990075988 27.4996 12355084.0
16529 62625 2.386227473153648 26.213 2044505.0
13376 48991 2.4491251723376215 18.7831 3938490.0
20354 78629 1.7367964956848965 25.8628 1769019.0
19355 75740 4.302992865765349 15.51 671831.0
20354 78996 1.8592072008323117 69.8829 808351.0
13326 53175 2.726978196043291 26.213 473171.0
20354 78469 1.8529341588925006 25.8628 1181906.0
10999 39849 2.509135799611784 17.0326 17628342.0
19386 76581 2.0228703918127513 103.202 1792055.0
20354 78749 1.7776974865725637 52.6425 1314659.0
20354 78979 1.920736478529256 129.408 506084.0
16427 60218 2.549113671442603 31.1387 1282820.0
14179 51916 3.7695780337354656 25.6296 915950.0
13326 53144 2.705901284731302 25.3965 646283.0
19386 76459 1.953650739938823 25.9795 8593751.0
15382 56209 2.402863424312296 27.4996 10499387.0
13326 53384 2.591702132867989 29.6113 285953.0
13326 53249 2.714352012647161 26.4466 333988.0
16427 60248 2.5283184473220635 31.2562 1294280.0
13326 44084 1.8637128520131632 105.186 12814187.0
16427 59954 3.613460138067636 27.3824 1029930.0
10764 33206 2.3356783388425715 136.211 18788442.0
14414 52144 2.7837102643950984 25.7462 6100983.0
16427 59923 2.4449603315713446 32.6655 1583249.0
19386 76579 2.0665528378132865 103.202 1700799.0
19355 75734 4.437066287273889 15.51 688820.0
19386 72733 1.8225761367218052 26.0962 34319149.0
15173 56699 3.2730134932533734 111.432 14847420.0
16427 60280 2.3434605386727325 33.6039 55861413.0
15173 56616 4.06111053622315 111.549 10272533.0
14414 52183 1.8404013013549714 99.5656 38814621.0
10999 40073 5.271879713983011 17.0326 159817080.0
19355 75694 3.155308010688752 15.51 987206.0
16427 59902 2.427918336116161 27.6167 1348748.0
13326 53327 2.7571908500210127 25.7462 402143.0
16427 60165 2.6310208299632336 32.9002 1273454.0
20354 78876 1.8470868266222162 136.446 707905.0
20354 78693 1.772453194247641 52.7593 1194084.0
13326 53347 2.7516086712063474 26.213 528231.0
10999 39899 2.7844488333149973 17.0326 19251726.0
19386 72717 1.8129191858650757 26.213 26551766.0
13326 53220 2.6859747278410016 25.7462 425211.0
13376 49056 2.3715144286886374 18.7831 4562057.0
20354 78837 1.7815350644336116 52.7593 1160264.0
10764 33257 2.0408391198972526 15.1581 758366.0
19386 76547 2.0673000447283902 103.085 1884709.0
14179 51911 3.829158137681856 25.7462 873492.0
13326 53128 2.9084005695301376 26.5635 202272.0
15382 56248 2.434078542487604 27.3824 11327245.0
16427 59960 3.4198438832570175 27.6167 1105711.0
13376 48908 2.9406904040579334 18.7831 2420148.0
16427 59876 2.5986637816294116 31.7262 1491373.0
16427 60269 2.4630150821945684 33.6039 1326730.0
19386 76495 1.9161756902605436 63.0743 7873766.0
13376 48932 2.7528782154087876 18.6666 2764734.0
16427 59907 2.5117479709459616 32.7829 1548012.0
14179 51921 3.639421387552382 25.8628 805375.0
15382 56376 3.2889904301459616 27.2653 1356865.0
20354 78619 1.7487262491642106 26.0962 1283218.0
13376 49029 2.339572110556886 18.7831 4632692.0
16427 60127 2.6925112761900527 27.3824 1259734.0
13326 53260 2.6260885128338054 25.8628 486099.0
19386 76517 1.9785219392116409 66.6005 3734136.0
14414 52169 2.5827045361097847 24.9309 82579086.0
19355 75727 2.93582307417366 15.51 1166681.0
16427 59847 2.724863815150667 31.8436 1215260.0
15173 56708 3.248163915824428 111.432 14451271.0
20354 78991 1.8638728147832633 129.641 673789.0
20354 78606 1.7224368644111279 26.0962 1169388.0
19355 75664 2.885356659887343 15.6273 563478.0
20354 79003 1.7985279957693285 69.9997 801764.0
20354 78706 1.9309674481665393 52.6425 880657.0
13376 48910 2.8897555022191694 18.6666 2428611.0
15173 56625 4.058161131648164 111.549 10014420.0
13326 53176 2.7501243099742956 25.513 593275.0
19386 76500 1.9350068647990308 25.9795 7534088.0
13376 49033 2.356730403014844 18.8994 4789104.0
20354 78454 1.8320777790539764 25.9795 1480090.0
14179 51912 3.9115264015757263 25.7462 844817.0
16529 62573 2.400398481182747 25.8628 1943881.0
20354 78592 1.753139892265414 29.3764 1690265.0
13326 53406 2.5866008788836634 25.513 648550.0
16529 62471 1.8067422812199447 77.4258 9795557.0
13326 53114 2.780466556964476 26.213 485557.0
20354 78888 1.8020513730249286 135.037 744087.0
17806 70426 2.345232268620972 63.8966 747133682.0
20354 78890 1.7980908495694614 136.798 806432.0
13326 53374 2.7458310887167006 26.213 493774.0
20354 79198 4.258233957288031 116.939 11720883.0
15382 56381 3.315642708900631 26.9143 1358780.0
14179 52004 3.0525385220266052 25.7462 2297971.0
20354 78517 1.7517394507428476 25.8628 1661444.0
13326 53381 2.7815438216905037 25.8628 377142.0
19386 76442 2.0293607227254826 25.7462 649984.0
13326 53204 2.6829129821042375 25.7462 452677.0
16427 59802 2.7966495735315715 31.8436 1007812.0
16427 59974 3.3414201567509605 27.6167 1093837.0
16427 59801 2.7549445126057397 32.7829 1300836.0
16427 59830 2.6103250260349693 31.7262 1423086.0
15173 56605 4.006218238468481 111.549 10681160.0
20354 78937 1.8765648652848848 133.039 694948.0
13326 53310 2.7857758470592335 25.7462 459472.0
19355 75737 4.450751784643248 15.3927 680248.0
14414 52143 2.7089197176066233 26.213 6200712.0
20354 78849 1.8405977286312012 133.157 627375.0
16529 62591 2.3092258171174063 25.9795 1850958.0
13326 53112 2.912450123394146 25.6296 433570.0
20354 78462 1.7784435333440645 25.7462 1584165.0
16427 59796 2.7342693811609835 32.9002 1351854.0
19355 75714 4.761716786712718 15.51 559091.0
20354 78467 1.843783430944135 25.9795 992718.0
19386 76441 2.158434173782832 25.9795 593016.0
20354 78841 1.739828459187271 26.0962 1528849.0
16427 60096 3.2907427937915745 27.3824 1136520.0
13376 49013 2.4159580789852795 19.0158 4144747.0
19386 76481 1.9137047660105895 26.0962 8318026.0
16529 62627 2.3548997622576424 26.213 1912154.0
13326 53221 2.7169498063023023 25.8628 298145.0
13326 53147 2.833214512299612 26.4466 458673.0
20354 78674 1.8238499480833463 52.5257 1173034.0
19386 76488 1.900858196295872 26.0962 8143941.0
15382 56169 2.418684566846543 60.2639 9701504.0
16427 60229 2.6083636860434245 31.2562 1163817.0
16529 62528 2.4467672905888183 25.7462 20111056.0
13326 53108 2.8076595656110483 25.7462 480445.0
19355 75708 4.69588733526254 15.51 567418.0
16427 60262 2.602044346546692 31.2562 1292051.0
15173 56591 3.982008408320331 111.549 11346856.0
19386 72723 1.8242887831254155 26.0962 33686068.0
15382 56216 2.4029381951938302 31.0212 10567916.0
20354 78493 1.769674318345777 26.0962 1725765.0
20354 78911 1.8297950532451328 132.922 702036.0
13326 53326 2.7345955325662876 26.4466 271431.0
13376 48984 2.439735803427368 18.5502 4006865.0
15382 56269 2.4624028697755787 27.3824 11634638.0
18019 68624 1.7652836823803624 26.0962 324133208.0
15173 56674 2.894067845492635 112.015 16296440.0
16427 59985 3.387345256921398 27.3824 1122425.0
15382 56223 2.4075225751464813 27.3824 10672356.0
10999 40067 5.327199973990874 16.9156 8704637.0
13326 53267 2.6475692044913037 25.8628 484759.0
20354 78642 1.6653055303432769 29.4939 1530339.0
20354 78762 1.7794757057265744 52.7593 1277832.0
13326 53263 2.7400793308911457 26.213 580354.0
15382 56153 2.3821390694519198 60.1473 9419610.0
15382 56193 2.3992170460384874 27.4996 10271102.0
15173 56693 2.9758010484458928 111.432 33819771.0
14179 51988 3.2236589744095543 26.0962 1774295.0
19386 76587 1.978366370662628 103.202 1789390.0
16427 60022 3.3938592247969357 27.7339 1070842.0
19386 76543 2.03331273739899 103.202 2107212.0
20354 78504 1.737911656103114 25.9795 1333516.0
20354 78981 1.8820725742761741 69.8829 649569.0
14179 52018 3.0294915185882103 25.7462 39573954.0
13326 53228 2.701805807397104 25.7462 241554.0
10764 33244 1.9543320488613758 136.329 14709287.0
19355 75730 4.332037797474136 15.3927 696237.0
16427 60244 2.503335258357729 31.2562 1302148.0
20354 78976 1.8658358848561 134.919 666922.0
16427 59919 2.4228350815247692 27.6167 1497643.0
19386 72720 1.824772512831618 26.0962 118956160.0
20354 78901 1.868776564501732 129.641 648657.0
13326 53391 2.6599555516565783 25.3965 205182.0
18019 68623 1.7660257122800205 26.0962 325261159.0
16427 60026 3.4783500322259333 27.4996 1075221.0
20354 78556 1.7949700729330342 52.876 660606.0
16427 60027 3.5194746103009726 27.6167 942843.0
15382 56276 2.4415560495557833 27.4996 11727390.0
10999 39856 3.2869631233128636 17.0326 169208665.0
16427 60115 2.805516402821633 27.6167 1213907.0
15173 56704 3.239679258032685 111.432 14661131.0
15173 56645 2.8772692370663577 111.898 17132355.0
15382 56348 3.34318010883511 26.9143 1356180.0
15382 56296 2.449417268532501 27.4996 11999352.0
13326 53174 2.6962842622677665 26.213 360090.0
13326 53239 2.6116669155343186 25.7462 663003.0
19386 72724 1.8114860507717847 26.213 33260048.0
16427 60124 2.7773328266814117 27.6167 1260563.0
15173 56608 4.033335846682891 111.549 10530436.0
10999 39910 2.6771270170156574 17.0326 20056116.0
16427 60024 3.4527487334421836 27.6167 1047919.0
20354 78910 1.84024496354037 69.9997 779218.0
16427 59893 2.4431319474160835 32.7829 1507305.0
19386 76528 2.0863591206551058 103.202 2711746.0
13326 53240 2.7977956994168856 25.8628 218482.0
10999 40059 5.4212636301849235 17.0326 8307114.0
16427 60106 3.1271658415841586 27.2653 1237856.0
20354 78562 1.7149233718934198 29.4939 1713862.0
16529 62472 1.8169065126876587 155.215 9917196.0
19386 76470 1.9287378536195023 26.0962 8577864.0
19386 76455 1.9894051404585622 26.0962 717329.0
16427 60177 2.6138852064614326 33.6039 1222020.0
20354 78660 1.7469363820867012 52.7593 1423970.0
16529 62510 1.9037813678807318 154.981 9461629.0
13326 53403 2.7179608322976594 26.5635 624392.0
20354 78935 1.855644657521724 131.279 787612.0
13326 53371 2.7417111933141527 26.4466 262764.0
20354 78896 1.82407530399772 129.641 775417.0
20354 78797 1.8795884254629742 52.7593 953023.0
10764 33292 3.022811645364901 111.665 11508201.0
16427 60190 2.5325701438098442 31.2562 1222239.0
20354 78578 1.7424433752564177 25.7462 1714489.0
16427 60132 2.7265748130893663 27.6167 63928412.0
15382 56163 2.372775543546899 27.3824 9351217.0
20354 78687 1.7580365062613117 26.0962 1282958.0
15382 56313 2.4809528981202544 27.3824 12347469.0
10999 39888 2.6127050016589246 17.0326 370354442.0
16427 59832 2.566928888508857 31.7262 1380002.0
15173 56689 2.8583923683865575 111.898 15334110.0
13376 48938 2.726417377459961 18.8994 2942018.0
13376 49018 2.4369742259170217 18.7831 4410283.0
15173 56661 2.87823204882157 112.015 16588897.0
16427 60139 2.6837911040768985 33.0176 1188477.0
19386 76433 2.0161232686051176 25.9795 41427580.0
16427 59798 2.733968632455669 31.8436 1191040.0
20354 78845 1.7571637836377472 69.9997 9279419.0
13326 53134 2.8026813384848523 26.4466 659223.0
13326 53355 2.6617810386026317 25.9795 534834.0
13376 48979 2.470103783111304 18.8994 3909692.0
20354 78483 1.803749953145666 52.7593 1120494.0
10764 33234 2.778534816986668 105.999 13935870.0
13326 53124 2.743166159269348 25.1636 561690.0
16427 60273 2.3841571894812468 33.6039 1382179.0
20354 78568 1.741845142426999 25.9795 1720355.0
20354 78804 1.8681975379515645 52.6425 1079995.0
16427 60071 3.330982585274585 27.4996 1070014.0
16427 60063 3.3036713350961713 27.1483 1142854.0
16529 62621 2.327093573981564 26.0962 1874271.0
20354 78638 1.7135457198879316 29.4939 1674337.0
13326 53201 2.624779650897893 25.9795 318245.0
19386 76437 2.115010716979135 25.9795 604648.0
16427 60006 3.4681281536587747 27.3824 942556.0
15173 56713 3.282907626076615 111.432 14241281.0
19386 76550 2.076774382358606 103.202 1998935.0
20354 78492 1.7631263650039377 29.1416 1724354.0
15382 56298 2.4523027428253386 31.0212 12019905.0
20354 78986 1.9126837964153114 69.7661 711861.0
15382 56331 2.4963147119809714 27.4996 12930604.0
20354 78887 1.7879600551427322 129.524 743525.0
15173 56642 2.8592265621665476 112.015 17290698.0
20354 78993 1.8215364674211079 131.162 802360.0
10999 39852 3.2040600357407354 17.1496 173902410.0
20354 78680 1.7609650585692558 26.0962 1199264.0
10999 39841 2.5540755005396356 17.0326 16992011.0
13376 48995 2.4955988329092555 19.0158 3906123.0
19386 76553 2.057113004096723 103.085 858491.0
16529 62521 2.2979720283544514 26.5635 28343345.0
20354 78698 1.7946612768442192 25.8628 1243331.0
16427 59897 2.5373027386077323 32.7829 1532421.0
20354 78881 1.7855347974787004 133.157 756118.0
13376 49050 2.3419032623405776 18.7831 4565771.0
20354 78781 1.7804427960316738 52.6425 1318440.0
10999 40050 5.730322419518066 17.0326 8296396.0
15382 56230 2.4170732696498214 27.3824 10750454.0
10764 33216 4.187449878410899 129.174 6320879.0
20354 78516 1.8118375925346115 25.9795 1667214.0
20354 78671 1.708009568562173 25.9795 218842911.0
16427 59839 2.655408139376426 31.8436 1430945.0
13376 48946 2.6394469611438303 18.8994 3142564.0
13326 53232 2.7141897954574588 26.213 327658.0
16529 62546 2.5458380481028855 25.7462 28317927.0
16427 59827 2.582834684074916 32.7829 1414655.0
10764 33258 2.02292203104399 18.5502 757699.0
16427 59906 2.484977519597872 32.7829 1500418.0
16529 62597 2.0894808703073875 26.5635 1703582.0
13326 53123 2.737425354057288 25.8628 385319.0
16529 62523 2.3111305470736676 25.7462 28303775.0
20354 78838 1.7402574869263863 52.5257 1319834.0
20354 78746 1.7464959543848115 52.6425 1353935.0
20354 79023 4.167671022575522 116.939 1456489.0
16427 60156 2.6383134658653002 33.4867 1189801.0
16427 60075 3.243459781089243 27.6167 1182491.0
16427 60081 3.276699313406932 27.3824 1127014.0
13326 53349 2.7267978390556684 25.513 291169.0
20354 78544 1.732729319824376 25.9795 1415752.0
20354 78780 1.860205274142277 52.7593 1014838.0
15173 56623 4.064135046930168 111.549 10061332.0
18634 77478 2.055880392710723 27.3824 60488086.0
16427 59976 3.450664642594124 27.6167 1063203.0
13326 53333 2.755109017136572 25.9795 403698.0
16427 60089 3.1972880552894765 27.2653 1165068.0
16427 60181 2.545810453486835 33.7211 1218139.0
19386 76580 2.0033626004109846 103.202 1798608.0
16427 59883 2.510878567947682 32.7829 1495923.0
15382 56235 2.4164341473167488 27.3824 10863612.0
10764 33291 3.047620925887482 129.058 11560800.0
20354 78817 1.8476531716696065 52.6425 1032926.0
19386 76482 1.892476227260271 25.8628 8342118.0
19386 76584 1.9851987804297944 103.202 1765868.0
15173 56601 4.015371533459592 111.549 10764118.0
16427 60241 2.548485826427558 31.2562 1242559.0
13376 48933 2.78804303622263 18.6666 2803220.0
20354 78559 1.7382845862296397 25.8628 1316044.0
15382 56280 2.4536192796870595 27.4996 11617284.0
15382 56333 2.4797485894642906 27.4996 12922927.0
13376 48974 2.5380788411209934 18.6666 3797739.0
20354 78960 1.8150350668330886 131.045 693818.0
15173 56599 4.00564567253153 111.549 10789680.0
15173 56626 4.073984146447471 111.549 9985396.0
15382 56353 3.3011953673151133 27.1483 1354981.0
16427 60252 2.432833384676926 33.6039 1304934.0
16529 62514 2.561614523592928 25.7462 36407520.0
13326 53217 2.775248216745123 26.4466 194588.0
16427 59871 2.5649863330925076 31.7262 1463023.0
10764 33201 1.9119057242554374 136.211 89423892.0
16427 59959 3.4818423260684144 27.4996 1009463.0
20354 78658 1.7447698216560432 25.9795 1663471.0
14414 52179 1.9276671327672554 59.681 58309302.0
16427 59816 2.619258061184351 31.8436 1365153.0
15382 56261 2.4303255706710933 27.3824 11293677.0
16529 62580 2.281690267211434 25.9795 2006239.0
20354 78653 1.7101920800114132 29.3764 1619169.0
16427 60247 2.557360139242296 31.1387 1358208.0
19355 75704 3.2096752235012938 15.51 991605.0
15173 56683 2.8400663329624916 112.015 15527725.0
16427 60135 2.7560672458587057 27.6167 62828672.0
18634 77499 1.8369406425975163 63.0743 8204638.0
20354 78569 1.7539956216723547 29.1416 1634414.0
16427 59912 2.4928893049797156 32.7829 1547739.0
20354 78803 1.7783648393590263 52.6425 1433694.0
19386 76439 2.16799427348915 26.0962 621670.0
16427 60057 3.3293383002950345 27.6167 1099532.0
